date,product,product_line,product_type,type,market_size,market,state,marketing,total_expenses,inventory,cogs,margin,sales,profit,difference_between_actual_and_target_profit,target_cogs,target_margin,target_sales,target_profit
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Washington,13,25,845,49,71,128,68,18,40,70,110,50
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,East,Connecticut,14,26,898,50,73,131,70,20,50,70,120,50
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,5,16,480,21,32,53,16,-14,0,30,30,30
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,7,19,859,27,39,66,20,-10,10,30,40,30
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,21,54,385,56,70,126,16,-4,30,30,60,20
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,20,53,404,54,66,120,13,-7,30,30,60,20
Oct-2012,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,5,17,480,21,32,53,15,-15,20,30,50,30
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,12,39,244,39,53,92,14,-6,20,30,50,20
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,18,800,23,35,58,17,-13,10,30,40,30
Oct-2012,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,5,16,846,21,31,52,15,-15,10,30,40,30
Oct-2012,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,9,43,209,25,31,56,-12,-22,10,30,40,10
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,5,17,480,21,32,53,15,-15,0,30,30,30
Oct-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,11,430,0,43,43,32,2,0,30,30,30
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,12,46,240,34,43,77,-3,-23,10,30,40,20
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,5,17,846,21,31,52,14,-16,10,30,40,30
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,7,19,820,25,36,61,17,-13,10,30,40,30
Oct-2012,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,12,46,240,34,43,77,-3,-13,10,30,40,10
Oct-2012,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,5,17,846,21,31,52,14,-16,20,30,50,30
Oct-2012,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,12,39,244,39,53,92,14,-6,10,30,40,20
Oct-2012,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,14,36,449,46,67,113,31,1,20,30,50,30
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,17,802,22,34,56,17,-3,20,30,50,20
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,12,46,-522,34,42,76,-4,6,20,30,50,-10
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Washington,7,19,570,22,30,52,11,-9,20,30,50,20
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,12,45,243,33,41,74,-4,-4,20,30,50,0
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,8,30,1003,29,35,64,5,-5,20,30,50,10
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,7,19,823,25,38,63,19,-1,20,30,50,20
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,4,16,848,15,24,39,8,-12,10,30,40,20
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Oregon,8,20,482,32,48,80,28,-2,20,30,50,30
Nov-2012,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,11,38,248,35,47,82,9,-1,20,30,50,10
Nov-2012,Green Tea,Leaves,Tea,Regular,Small Market,West,Utah,12,45,211,34,42,76,-3,-3,20,30,50,0
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,7,20,567,24,32,56,12,-8,10,30,40,20
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,12,39,256,38,51,89,12,12,30,30,60,0
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,18,807,23,35,58,17,-3,20,30,50,20
Dec-2012,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,4,15,851,16,25,41,10,-10,10,30,40,20
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,9,30,1009,31,38,69,8,-2,30,30,60,10
Dec-2012,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,7,41,218,20,25,45,-16,-16,10,30,40,0
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,8,20,490,29,44,73,24,4,20,30,50,20
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Washington,7,19,567,24,32,56,13,-7,20,30,50,20
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,6,17,829,24,36,60,19,-1,20,30,50,20
Dec-2012,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,4,15,851,16,25,41,10,-10,10,30,40,20
Dec-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Oregon,8,19,490,29,44,73,25,-5,20,30,50,30
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,5,16,480,21,32,56,24,-6,0,30,30,30
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,7,19,859,27,39,70,30,0,10,30,40,30
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,21,54,385,56,70,134,24,4,30,30,60,20
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,20,53,404,54,66,128,19,-1,30,30,60,20
Oct-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,5,17,480,21,32,56,22,-8,20,30,50,30
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,12,39,244,39,53,98,21,1,20,30,50,20
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,18,800,23,35,62,25,-5,10,30,40,30
Oct-2013,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,5,16,846,21,31,55,22,-8,10,30,40,30
Oct-2013,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,9,43,209,25,31,60,-18,-28,10,30,40,10
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,5,17,480,21,32,56,22,-8,0,30,30,30
Oct-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,11,430,0,43,46,47,17,0,30,30,30
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,12,46,240,34,43,82,-4,-24,10,30,40,20
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,5,17,846,21,31,55,21,-9,10,30,40,30
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,7,19,820,25,36,65,25,-5,10,30,40,30
Oct-2013,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,12,46,240,34,43,82,-4,-14,10,30,40,10
Oct-2013,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,5,17,846,21,31,55,21,-9,20,30,50,30
Oct-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,12,39,244,39,53,98,21,1,10,30,40,20
Oct-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,14,36,449,46,67,120,46,16,20,30,50,30
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,17,802,22,34,60,25,5,20,30,50,20
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,12,46,-522,34,42,81,-6,4,20,30,50,-10
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Washington,7,19,570,22,30,55,16,-4,20,30,50,20
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,12,45,243,33,41,79,-6,-6,20,30,50,0
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,8,30,1003,29,35,68,7,-3,20,30,50,10
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,7,19,823,25,38,67,28,8,20,30,50,20
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,4,16,848,15,24,42,12,-8,10,30,40,20
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Oregon,8,20,482,32,48,85,42,12,20,30,50,30
Nov-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,11,38,248,35,47,87,13,3,20,30,50,10
Nov-2013,Green Tea,Leaves,Tea,Regular,Small Market,West,Utah,12,45,211,34,42,81,-4,-4,20,30,50,0
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,7,20,567,24,32,60,18,-2,10,30,40,20
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,12,39,256,38,51,95,18,18,30,30,60,0
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,6,18,807,23,35,62,25,5,20,30,50,20
Dec-2013,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,4,15,851,16,25,44,15,-5,10,30,40,20
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,9,30,1009,31,38,74,12,2,30,30,60,10
Dec-2013,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,7,41,218,20,25,48,-24,-24,10,30,40,0
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,8,20,490,29,44,78,36,16,20,30,50,20
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Washington,7,19,567,24,32,60,19,-1,20,30,50,20
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,6,17,829,24,36,64,28,8,20,30,50,20
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,4,15,851,16,25,44,15,-5,10,30,40,20
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Oregon,8,19,490,29,44,78,37,7,20,30,50,30
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Major Market,South,Texas,21,33,580,76,111,187,78,-2,40,80,120,80
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,17,45,405,52,71,123,26,-44,30,80,110,70
Oct-2012,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Illinois,21,33,580,76,111,187,78,-2,50,80,130,80
Oct-2012,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Illinois,23,55,650,72,110,182,55,5,50,80,130,50
Oct-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,20,42,1053,65,77,142,35,-35,50,80,130,70
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Missouri,8,19,833,32,47,79,28,-52,30,80,110,80
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,27,58,788,82,123,205,65,5,50,80,130,60
Oct-2012,Amaretto,Beans,Coffee,Regular,Small Market,Central,Wisconsin,21,55,385,56,70,126,15,-35,40,80,120,50
Oct-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,28,51,-1785,91,127,218,76,6,50,80,130,70
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,18,42,329,60,99,159,57,-23,40,80,120,80
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Ohio,20,53,410,55,69,124,16,-24,70,80,150,40
Nov-2012,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,19,46,411,59,79,138,33,-17,50,80,130,50
Nov-2012,Green Tea,Leaves,Tea,Regular,Major Market,West,California,24,55,659,75,114,189,59,19,50,80,130,40
Nov-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,21,43,1060,69,81,150,38,-2,60,80,140,40
Nov-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Oregon,14,36,424,46,68,114,32,-18,50,80,130,50
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Washington,23,44,1063,75,89,164,45,5,70,80,150,40
Nov-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,Connecticut,55,84,613,61,86,147,2,-8,60,80,140,10
Nov-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,24,834,47,68,115,44,-16,50,80,130,60
Nov-2012,Amaretto,Beans,Coffee,Regular,Small Market,West,Oregon,47,77,509,52,73,125,-4,-14,60,80,140,10
Nov-2012,Colombian,Beans,Coffee,Regular,Small Market,West,Utah,17,44,380,53,71,124,27,-23,60,80,140,50
Nov-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,19,46,411,59,79,138,33,-17,50,80,130,50
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,16,40,321,53,88,141,48,-2,50,80,130,50
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,East,Connecticut,15,27,885,54,78,132,51,-9,50,80,130,60
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Ohio,17,51,422,46,57,103,6,-34,50,80,130,40
Dec-2012,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Illinois,22,54,677,67,101,168,47,7,50,80,130,40
Dec-2012,Green Tea,Leaves,Tea,Regular,Major Market,East,New York,15,27,601,54,79,133,52,-8,50,80,130,60
Dec-2012,Green Tea,Leaves,Tea,Regular,Major Market,West,California,22,54,677,67,101,168,47,-3,40,80,120,50
Dec-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Oregon,13,35,435,41,60,101,25,-25,40,80,120,50
Dec-2012,Amaretto,Beans,Coffee,Regular,Small Market,Central,Wisconsin,24,58,403,65,80,145,22,-8,60,80,140,30
Dec-2012,Amaretto,Beans,Coffee,Regular,Small Market,West,Oregon,42,72,521,47,65,112,-7,-27,50,80,130,20
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,West,Utah,16,44,392,49,65,114,21,-29,50,80,130,50
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Washington,24,57,403,65,80,145,23,-7,60,80,140,30
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,25,59,619,68,85,153,26,-4,60,80,140,30
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Major Market,South,Texas,21,33,580,76,111,199,116,36,40,80,120,80
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,17,45,405,52,71,131,39,-31,30,80,110,70
Oct-2013,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Illinois,21,33,580,76,111,199,116,36,50,80,130,80
Oct-2013,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Illinois,23,55,650,72,110,194,82,32,50,80,130,50
Oct-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,20,42,1053,65,77,151,52,-18,50,80,130,70
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Missouri,8,19,833,32,47,84,42,-38,30,80,110,80
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,27,58,788,82,123,218,96,36,50,80,130,60
Oct-2013,Amaretto,Beans,Coffee,Regular,Small Market,Central,Wisconsin,21,55,385,56,70,134,22,-28,40,80,120,50
Oct-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,28,51,-1785,91,127,232,113,43,50,80,130,70
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,18,42,329,60,99,169,85,5,40,80,120,80
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Ohio,20,53,410,55,69,132,24,-16,70,80,150,40
Nov-2013,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,19,46,411,59,79,147,49,-1,50,80,130,50
Nov-2013,Green Tea,Leaves,Tea,Regular,Major Market,West,California,24,55,659,75,114,201,88,48,50,80,130,40
Nov-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,21,43,1060,69,81,160,56,16,60,80,140,40
Nov-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Oregon,14,36,424,46,68,121,47,-3,50,80,130,50
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Washington,23,44,1063,75,89,175,67,27,70,80,150,40
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,Connecticut,55,84,613,61,86,157,3,-7,60,80,140,10
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,24,834,47,68,123,65,5,50,80,130,60
Nov-2013,Amaretto,Beans,Coffee,Regular,Small Market,West,Oregon,47,77,509,52,73,133,-6,-16,60,80,140,10
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,West,Utah,17,44,380,53,71,132,40,-10,60,80,140,50
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,19,46,411,59,79,147,49,-1,50,80,130,50
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,16,40,321,53,88,150,71,21,50,80,130,50
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,East,Connecticut,15,27,885,54,78,141,76,16,50,80,130,60
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Ohio,17,51,422,46,57,110,9,-31,50,80,130,40
Dec-2013,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Illinois,22,54,677,67,101,179,70,30,50,80,130,40
Dec-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,New York,15,27,601,54,79,142,77,17,50,80,130,60
Dec-2013,Green Tea,Leaves,Tea,Regular,Major Market,West,California,22,54,677,67,101,179,70,20,40,80,120,50
Dec-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Oregon,13,35,435,41,60,108,37,-13,40,80,120,50
Dec-2013,Amaretto,Beans,Coffee,Regular,Small Market,Central,Wisconsin,24,58,403,65,80,155,33,3,60,80,140,30
Dec-2013,Amaretto,Beans,Coffee,Regular,Small Market,West,Oregon,42,72,521,47,65,119,-10,-30,50,80,130,20
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,West,Utah,16,44,392,49,65,121,31,-19,50,80,130,50
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Washington,24,57,403,65,80,155,34,4,60,80,140,30
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,25,59,619,68,85,163,39,9,60,80,140,30
Oct-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,South,Texas,12,25,541,39,51,90,26,-54,40,90,130,80
Oct-2012,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,74,96,1246,239,281,520,185,-155,350,420,770,340
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,34,46,915,123,179,302,133,33,70,120,190,100
Oct-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,Louisiana,13,25,851,48,70,118,45,-35,70,90,160,80
Oct-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,24,829,48,71,119,47,-33,70,90,160,80
Oct-2012,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,14,46,447,45,69,114,23,-57,50,110,160,80
Oct-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,29,41,572,90,115,205,74,-66,130,160,290,140
Oct-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,9,43,-466,25,31,56,-12,-22,10,20,30,10
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,33,46,564,103,133,236,87,-23,80,130,210,110
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,30,64,593,79,98,177,34,-26,60,90,150,60
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,87,117,683,96,134,230,17,-23,80,120,200,40
Nov-2012,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,69,91,1272,225,265,490,174,-56,260,320,580,230
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,24,55,-1050,75,114,189,59,19,50,90,140,40
Nov-2012,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,33,45,930,118,172,290,127,27,90,130,220,100
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,25,57,798,78,119,197,62,22,60,90,150,40
Nov-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,29,41,561,88,112,200,71,-19,100,130,230,90
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,31,54,-2003,102,143,245,89,29,80,100,180,60
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,33,45,552,101,130,231,85,5,90,120,210,80
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,4,15,848,15,24,39,9,-1,10,20,30,10
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,31,64,601,82,102,184,38,-2,70,100,170,40
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,85,115,694,94,130,224,15,-5,80,120,200,20
Dec-2012,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,74,96,1321,241,284,525,188,-52,280,340,620,240
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,34,46,959,123,179,302,133,23,90,140,230,110
Dec-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,28,52,1898,92,68,160,16,-24,100,90,190,40
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,29,61,817,88,133,221,72,12,60,110,170,60
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,25,845,49,71,120,46,-24,50,90,140,70
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,15,47,462,48,74,122,27,-23,50,90,140,50
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,26,38,551,81,104,185,66,-34,90,130,220,100
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,7,40,-598,20,25,45,-15,-5,10,20,30,-10
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,41,65,-2248,134,186,320,121,31,100,140,240,90
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,31,43,540,94,120,214,77,7,80,110,190,70
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,4,16,851,16,25,41,9,-1,10,20,30,10
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,95,125,716,105,145,250,20,-10,90,140,230,30
Oct-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,South,Texas,12,25,541,39,51,96,39,-41,40,90,130,80
Oct-2013,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,74,96,1246,239,281,554,275,-65,350,420,770,340
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,34,46,915,123,179,322,197,97,70,120,190,100
Oct-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,Louisiana,13,25,851,48,70,126,67,-13,70,90,160,80
Oct-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,24,829,48,71,127,70,-10,70,90,160,80
Oct-2013,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,14,46,447,45,69,121,34,-46,50,110,160,80
Oct-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,29,41,572,90,115,218,110,-30,130,160,290,140
Oct-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,9,43,-466,25,31,60,-18,-28,10,20,30,10
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,33,46,564,103,133,251,129,19,80,130,210,110
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,30,64,593,79,98,189,50,-10,60,90,150,60
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,87,117,683,96,134,245,25,-15,80,120,200,40
Nov-2013,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,69,91,1272,225,265,522,258,28,260,320,580,230
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,24,55,-1050,75,114,201,88,48,50,90,140,40
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,33,45,930,118,172,309,188,88,90,130,220,100
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,25,57,798,78,119,210,92,52,60,90,150,40
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,29,41,561,88,112,213,105,15,100,130,230,90
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,31,54,-2003,102,143,261,132,72,80,100,180,60
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,33,45,552,101,130,246,126,46,90,120,210,80
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,4,15,848,15,24,42,13,3,10,20,30,10
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,31,64,601,82,102,196,56,16,70,100,170,40
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,85,115,694,94,130,239,22,2,80,120,200,20
Dec-2013,Colombian,Beans,Coffee,Regular,Major Market,South,Texas,74,96,1321,241,284,559,279,39,280,340,620,240
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Major Market,South,Texas,34,46,959,123,179,322,197,87,90,140,230,110
Dec-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,28,52,1898,92,68,171,24,-16,100,90,190,40
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,29,61,817,88,133,236,107,47,60,110,170,60
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Louisiana,13,25,845,49,71,128,68,-2,50,90,140,70
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,15,47,462,48,74,130,40,-10,50,90,140,50
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,South,Oklahoma,26,38,551,81,104,197,98,-2,90,130,220,100
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,7,40,-598,20,25,48,-22,-12,10,20,30,-10
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,41,65,-2248,134,186,341,180,90,100,140,240,90
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,31,43,540,94,120,228,114,44,80,110,190,70
